nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto,data_ini_format,data_fim_format,date_source_format
Escova dental Colgate Classic,9.9,3 unidades,,Escova dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,escova dental classic,2024-09-13 00:00:00,2024-09-19,2024-10-09
Escova dental Sorriso Tripla Ação,10.99,2 unidades,,Escova dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,sorriso,escova dental tripla ação,2024-09-13 00:00:00,2024-09-19,2024-10-09
Escova dental Colgate Slim Soft Black,15.99,Leve 2 Pague 1,,Escova dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,escova dental slim soft black,2024-09-13 00:00:00,2024-09-19,2024-10-09
Fio dental Colgate,11.99,"Menta, 50m",,Fio dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,fio dental,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Sorriso Tripla Limpeza Completa,3.69,90g,,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,sorriso,creme dental tripla limpeza completa,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Máxima proteção anticáries,5.39,90g,,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental máxima proteção anticáries,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Sorriso,2.49,70g,,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,sorriso,creme dental,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Sorriso Xtreme Fresh,5.69,"Xtra forte, 120g",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,sorriso,creme dental xtreme fresh,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Sorriso Carvão ativado,5.89,90g,,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,sorriso,creme dental carvão ativado,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Luminous White,8.79,"Carvão ativado, 70g",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental luminous white,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Natural Extracts,9.99,"Carvão ativado, 90g",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental natural extracts,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Luminous White,12.99,"Carvão ativado, 140g",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental luminous white,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Luminous White,12.99,"Café, 70g",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental luminous white,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Sensitive Xtreme,15.89,140g,,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental sensitive xtreme,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Luminous White,18.89,"Carvão ativado, 70g, 3 unidades",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental luminous white,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Luminous White Glow,18.59,70g,,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental luminous white glow,2024-09-13 00:00:00,2024-09-19,2024-10-09
Antisséptico bucal Colgate Plax,17.9,"Fresh mint, 750ml",,Antisséptico bucal,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate plax,antisséptico bucal,2024-09-13 00:00:00,2024-09-19,2024-10-09
Creme dental Colgate Natural Extracts,22.29,"Carvão ativado e menta, 90g, 3 unidades",,Creme dental,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,creme dental natural extracts,2024-09-13 00:00:00,2024-09-19,2024-10-09
Antisséptico bucal Colgate Luminous White,20.99,"500ml, Grátis creme dental, 70g",,Antisséptico bucal,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/56d8aa98b70d65bfbb849ccd926ae459e914b79a.webp,colgate,antisséptico bucal luminous white,2024-09-13 00:00:00,2024-09-19,2024-10-09
Banana-prata,6.31,True,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,prata,banana-,2024-09-03 00:00:00,2024-09-04,2024-10-09
Abacaxi pérola,4.79,True,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,pérola,abacaxi,2024-09-03 00:00:00,2024-09-04,2024-10-09
Salmão inteiro fresco,49.9,False,,Peixes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,fresco,salmão inteiro,2024-09-03 00:00:00,2024-09-04,2024-10-09
Ovo branco,8.99,False,,Laticínios,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,branco,ovo,2024-09-03 00:00:00,2024-09-04,2024-10-09
"Acém, paleta",23.9,False,,Carnes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,"Acém, paleta",2024-09-03 00:00:00,2024-09-04,2024-10-09
peito bovinos,23.9,False,,Carnes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,bovino,peito s,2024-09-03 00:00:00,2024-09-04,2024-10-09
Limão-taiti,3.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Limão-taiti,2024-09-03 00:00:00,2024-09-04,2024-10-09
Melancia,4.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Melancia,2024-09-03 00:00:00,2024-09-04,2024-10-09
Uva preta,8.59,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Uva preta,2024-09-03 00:00:00,2024-09-04,2024-10-09
Mexerica murcote,8.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Mexerica murcote,2024-09-03 00:00:00,2024-09-04,2024-10-09
Maçã red importada,10.9,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,importada,maçã red,2024-09-03 00:00:00,2024-09-04,2024-10-09
Uva clara,13.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,lar,uva ca,2024-09-03 00:00:00,2024-09-04,2024-10-09
Laranja baia,13.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,laranja,baia,2024-09-03 00:00:00,2024-09-04,2024-10-09
Abóbora moranga,1.99,False,,Legumes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,mor,abóbora anga,2024-09-03 00:00:00,2024-09-04,2024-10-09
Minitormate especial,1.99,False,,Legumes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,especial,minitormate,2024-09-03 00:00:00,2024-09-04,2024-10-09
Mandioca raiz,2.39,False,,Legumes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Mandioca raiz,2024-09-03 00:00:00,2024-09-04,2024-10-09
Cenoura,2.49,False,,Legumes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Cenoura,2024-09-03 00:00:00,2024-09-04,2024-10-09
Sweet milho,7.99,False,,Enlatados,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Sweet milho,2024-09-03 00:00:00,2024-09-04,2024-10-09
Repolho liso,2.79,False,,Legumes,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Repolho liso,2024-09-03 00:00:00,2024-09-04,2024-10-09
Uva passa escura,7.99,False,,Frutas secas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Uva passa escura,2024-09-03 00:00:00,2024-09-04,2024-10-09
Massa para tapioca,4.99,False,,Farináceos,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Massa para tapioca,2024-09-03 00:00:00,2024-09-04,2024-10-09
Laranja-lima,8.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,laranja,-lima,2024-09-03 00:00:00,2024-09-04,2024-10-09
Uva vermelha,8.99,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Uva vermelha,2024-09-03 00:00:00,2024-09-04,2024-10-09
Maçã,11.9,False,,Frutas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Maçã,2024-09-03 00:00:00,2024-09-04,2024-10-09
Castanha-de-caju,3.99,False,,Castanhas,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,,Castanha-de-caju,2024-09-03 00:00:00,2024-09-04,2024-10-09
Alho Carrefour,17.9,False,,Temperos,03/09/2024,04/09/2024,2024_10_09,carrefour,imagens_carrefour/bda52fbcd9ccb72ba5592060fb63240ab9556066.webp,carrefour,alho,2024-09-03 00:00:00,2024-09-04,2024-10-09
Biscoito recheado Bono,4.13,True,,Alimentos,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,bono,biscoito recheado,2024-09-13 00:00:00,2024-09-19,2024-10-09
Batatas e Salgadinhos Pringles,3.0,True,,Alimentos,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,pringles,batatas e salgadinhos,2024-09-13 00:00:00,2024-09-19,2024-10-09
Energético Baly,4.45,True,473ml,Bebidas,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,baly,energético,2024-09-13 00:00:00,2024-09-19,2024-10-09
Coca-Cola,14.29,True,2 litros,Bebidas,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,coca-cola,,2024-09-13 00:00:00,2024-09-19,2024-10-09
Cerveja Spaten,4.99,True,355ml,Bebidas alcoólicas,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,spaten,cerveja,2024-09-13 00:00:00,2024-09-19,2024-10-09
Gin Intencion,17.29,True,700ml,Bebidas alcoólicas,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,intencion,gin,2024-09-13 00:00:00,2024-09-19,2024-10-09
Shampoo Pantene,17.99,True,400ml,Higiene pessoal,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,pantene,shampoo,2024-09-13 00:00:00,2024-09-19,2024-10-09
Papel higiênico Neve,19.9,True,,Higiene pessoal,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,neve,papel higiênico,2024-09-13 00:00:00,2024-09-19,2024-10-09
Lava-roupas em pó Omo,12.35,True,800g,Limpeza,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,omo,lava-roupas em pó,2024-09-13 00:00:00,2024-09-19,2024-10-09
Amaciante Downy,20.4,True,"1,5 litro",Limpeza,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,downy,amaciante,2024-09-13 00:00:00,2024-09-19,2024-10-09
Tira-manchas em pó Vanish,17.55,True,400g,Limpeza,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,vanish,tira-manchas em pó,2024-09-13 00:00:00,2024-09-19,2024-10-09
Limpador multiuso Veja,6.85,True,500ml,Limpeza,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,veja,limpador multiuso,2024-09-13 00:00:00,2024-09-19,2024-10-09
Desinfetante Pinho Sol,4.59,True,2 litros,Limpeza,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,pinho sol,desinfetante,2024-09-13 00:00:00,2024-09-19,2024-10-09
Cadeira alta para praia,64.99,True,,Casa e Lazer,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,,Cadeira alta para praia,2024-09-13 00:00:00,2024-09-19,2024-10-09
Caixa térmica Bel Fix,79.99,True,34 litros,Casa e Lazer,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,bel fix,caixa térmica,2024-09-13 00:00:00,2024-09-19,2024-10-09
Alimento para cães Alpo,12.3,True,1kg,Pet,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,alpo,alimento para cães,2024-09-13 00:00:00,2024-09-19,2024-10-09
Bicicleta TK3 Track & Bikes,729.0,True,,Esportes,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,tk3 track & bikes,bicicleta,2024-09-13 00:00:00,2024-09-19,2024-10-09
Smart TV TCL 4K,1799.0,True,,Eletrônicos,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,tcl,smart tv 4k,2024-09-13 00:00:00,2024-09-19,2024-10-09
Cafeteira Espresso Três Corações,399.0,True,,Eletrodomésticos,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,três corações,cafeteira espresso,2024-09-13 00:00:00,2024-09-19,2024-10-09
Fritadeira Ar Fry'n'Crisp,499.0,True,,Eletrodomésticos,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,ar fry'n'crisp,fritadeira,2024-09-13 00:00:00,2024-09-19,2024-10-09
Manteiga Carrefour Classic,9.59,False,200g,Laticínios,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,carrefour classic,manteiga,2024-09-13 00:00:00,2024-09-19,2024-10-09
Vinho Carrefour Classic,14.99,False,750ml,Bebidas alcoólicas,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,carrefour classic,vinho,2024-09-13 00:00:00,2024-09-19,2024-10-09
Sabonete Carrefour Soft,15.29,False,,Higiene pessoal,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,carrefour soft,sabonete,2024-09-13 00:00:00,2024-09-19,2024-10-09
Areia higiênica para gatos Carrefour Care,9.99,False,4kg,Pet,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/5ded836231a8077f374fa1a7575a718733661ac8.webp,carrefour care,areia higiênica para gatos,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Itambé Fit Light,2.29,,170g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,itambé fit light,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Itambé Nolac Zero Lactose,2.59,,170g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,itambé nolac zero lactose,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Fit Itambé,8.0,50% desconto na 2ª unidade,"1,15kg",Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,fit itambé,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Itambé,10.99,,"1,15kg",Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,itambé,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte com cereal Bob Esponja Batavo,2.74,Leve 4 pague 3,120g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,bob esponja batavo,iogurte com cereal,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte Polpa Batavo Probioz,,50% desconto na 2ª unidade,510g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,batavo probioz,iogurte polpa,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Batavo Probioz,1.79,50% desconto na 2ª unidade,850g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,batavo probioz,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Bebida láctea fermentada Batavo,2.39,Leve 4 pague 3,870g,Bebida láctea,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,batavo,bebida láctea fermentada,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte Vigor (todos os tipos),,Leve 4 pague 3,90g ou 150g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,tipos,iogurte vigor (todos os ),2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Vigor,1.99,,170g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,vigor,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte Vigor Viv 3 Grãos,3.39,,170g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,vigor viv,iogurte 3 grãos,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte Vigor Mix,2.79,,140g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,vigor,iogurte mix,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Vigor,12.79,,"1,25kg",Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,vigor,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte natural Fazenda Bela Vista,2.99,,170g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,fazenda bela vista,iogurte natural,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Fazenda Bela Vista,2.99,,180g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,fazenda bela vista,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Fazenda Bela Vista,6.49,,500g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,fazenda bela vista,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte semidesnatado Frutap,2.49,,150g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,frutap,iogurte semidesnatado,2024-09-13 00:00:00,2024-09-19,2024-10-09
Pudim de leite condensado Frutap,3.99,,100g,Sobremesa,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,frutap,pudim de leite condensado,2024-09-13 00:00:00,2024-09-19,2024-10-09
Iogurte líquido Frutap,7.99,,850g,Iogurte,13/09/2024,19/09/2024,2024_10_09,carrefour,imagens_carrefour/3eff843aaf520e3fb2868f363040b3cef788ec88.webp,frutap,iogurte líquido,2024-09-13 00:00:00,2024-09-19,2024-10-09
Massa com ovos Adria,3.29,,500g,Massas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,adria,massa com ovos,2024-09-06 00:00:00,2024-09-12,2024-10-09
Massa grano duro Adria Cortes,6.69,,500g,Massas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,grano,massa duro adria cortes,2024-09-06 00:00:00,2024-09-12,2024-10-09
Molho de tomate Heinz Tradicional,2.69,,300g,Molhos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,heinz,molho de tomate tradicional,2024-09-06 00:00:00,2024-09-12,2024-10-09
Azeite português extravirgem Oliveira Da Serra,44.9,,500ml,Azeites,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,oliveira da serra,azeite português extravirgem,2024-09-06 00:00:00,2024-09-12,2024-10-09
Ketchup Heinz,12.29,,397g,Molhos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,heinz,ketchup,2024-09-06 00:00:00,2024-09-12,2024-10-09
Palmito de pupunha Bonduelle,22.29,,270g,Conservas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,bonduelle,palmito de pupunha,2024-09-06 00:00:00,2024-09-12,2024-10-09
Pipoca para micro-ondas Yoki,3.0,Leve 4 Pague 3,100g,Snacks,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,yoki,pipoca para micro-ondas,2024-09-06 00:00:00,2024-09-12,2024-10-09
Cápsula Dolce Gusto Café,14.9,,10 unidades,Café,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,dolce gusto,cápsula café,2024-09-06 00:00:00,2024-09-12,2024-10-09
Achocolatado em pó Toddy,13.49,,700g,Bebidas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,toddy,achocolatado em pó,2024-09-06 00:00:00,2024-09-12,2024-10-09
Creme de leite Triângulo Mineiro,3.29,,200g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,triângulo mineiro,creme de leite,2024-09-06 00:00:00,2024-09-12,2024-10-09
Leite condensado Triângulo Mineiro,4.79,,395g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,triângulo mineiro,leite condensado,2024-09-06 00:00:00,2024-09-12,2024-10-09
Biscoito Folhata Adria Cream Cracker,2.54,Leve 4 Pague 3,170g,Biscoitos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,adria,biscoito folhata cream cracker,2024-09-06 00:00:00,2024-09-12,2024-10-09
Biscoitos Marilan,,50% de desconto na 2ª unidade,350g,Biscoitos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,marilan,biscoitos,2024-09-06 00:00:00,2024-09-12,2024-10-09
"Biscoitos Pit Stop, Crocantíssimo, Colibrí",,Leve 3 Pague 2,,Biscoitos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,crocantíssimo,"biscoitos pit stop, , colibrí",2024-09-06 00:00:00,2024-09-12,2024-10-09
Piraque,,Leve 3 Pague 2,,Biscoitos,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/7ff7feb70083cc9a92124de03f2b1d7560af959e.webp,piraque,,2024-09-06 00:00:00,2024-09-12,2024-10-09
