nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto,data_ini_format,data_fim_format,date_source_format
Lava Roupa Líquido Tixan Primavera,24.9,,3L,Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,tixan,lava roupa líquido primavera,2024-10-01 00:00:00,2024-10-09,2024-10-09
Amaciante para Roupas Concentrado Ypê,17.9,,"1,5L",Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,ypê,amaciante para roupas concentrado,2024-10-01 00:00:00,2024-10-09,2024-10-09
Amaciante para Roupas Ypê,6.99,,500ml,Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,ypê,amaciante para roupas,2024-10-01 00:00:00,2024-10-09,2024-10-09
Detergente Líquido Ypê PRO Neutro,24.9,1.78,7L,Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,ypê,detergente líquido pro neutro,2024-10-01 00:00:00,2024-10-09,2024-10-09
Amaciante para Roupas Ypê PRO,26.9,,7L,Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,ypê,amaciante para roupas pro,2024-10-01 00:00:00,2024-10-09,2024-10-09
Arroz Integral Tio João,7.99,True,1kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,tio joão,arroz integral,2024-09-26 00:00:00,2024-10-02,2024-10-09
Arroz Tio João Italiano,20.9,True,1kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,tio joão,arroz italiano,2024-09-26 00:00:00,2024-10-02,2024-10-09
Arroz Tio João Orgânico,10.9,True,1kg,Arroz,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,tio joão,arroz orgânico,2024-09-26 00:00:00,2024-10-02,2024-10-09
Farinha de Arroz Tio João,6.99,True,1kg,Farinha,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,tio joão,farinha de arroz,2024-09-26 00:00:00,2024-10-02,2024-10-09
Alimento Original Soy+,16.9,True,300g,Alimento sem lactose,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,original,alimento soy+,2024-09-26 00:00:00,2024-10-02,2024-10-09
Alimento Nature Supra Soy,19.9,True,300g,Alimento sem lactose,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,supra soy,alimento nature,2024-09-26 00:00:00,2024-10-02,2024-10-09
Alimento Supra Soy,25.9,True,300g,Alimento sem lactose,26/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/1_03d6047080.webp,supra soy,alimento,2024-09-26 00:00:00,2024-10-02,2024-10-09
Filhotes Happy Hoppers,12.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,happy hoppers,filhotes,2024-09-23 00:00:00,2024-09-30,2024-10-09
Blocos Polibrinq,14.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,polibrinq,blocos,2024-09-23 00:00:00,2024-09-30,2024-10-09
Carro Polibrinq,15.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,polibrinq,carro,2024-09-23 00:00:00,2024-09-30,2024-10-09
Dino Caps Kids Zone,15.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,kids zone,dino caps,2024-09-23 00:00:00,2024-09-30,2024-10-09
Bola de Volley EVA Allpha Bol,15.9,True,,Esportes,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,allpha bol,bola de volley eva,2024-09-23 00:00:00,2024-09-30,2024-10-09
Boneca Bambola Baby,26.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,bambola,boneca baby,2024-09-23 00:00:00,2024-09-30,2024-10-09
Caminhão Bambola Trucks,27.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,bambola trucks,caminhão,2024-09-23 00:00:00,2024-09-30,2024-10-09
Kit Ping Pong Toyng,34.9,True,,Esportes,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,toyng,kit ping pong,2024-09-23 00:00:00,2024-09-30,2024-10-09
Bag Beauty Bambola,49.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,bambola,bag beauty,2024-09-23 00:00:00,2024-09-30,2024-10-09
Jogo Tá Pensando o que? Copa,56.9,True,,Jogos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,,Jogo Tá Pensando o que? Copa,2024-09-23 00:00:00,2024-09-30,2024-10-09
Lançador Polibrinq/ Make Brinq,59.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,polibrinq/ make brinq,lançador,2024-09-23 00:00:00,2024-09-30,2024-10-09
Cegonheiro Cardoso,59.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,cardoso,cegonheiro,2024-09-23 00:00:00,2024-09-30,2024-10-09
Alvo Certo Dardo Cardoso,59.9,True,,Jogos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,cardoso,alvo certo dardo,2024-09-23 00:00:00,2024-09-30,2024-10-09
Boneca Color Bambola,69.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,bambola,boneca color,2024-09-23 00:00:00,2024-09-30,2024-10-09
Carro Polibrinq,69.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,polibrinq,carro,2024-09-23 00:00:00,2024-09-30,2024-10-09
Caminhão Tandy Cardoso,79.0,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,cardoso,caminhão tandy,2024-09-23 00:00:00,2024-09-30,2024-10-09
Jogo da Torta Polibrinq,89.9,True,,Jogos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,polibrinq,jogo da torta,2024-09-23 00:00:00,2024-09-30,2024-10-09
Fusca Polibrinq,92.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,polibrinq,fusca,2024-09-23 00:00:00,2024-09-30,2024-10-09
Patinete Toymix,129.9,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,toymix,patinete,2024-09-23 00:00:00,2024-09-30,2024-10-09
Bicicleta Boy/July Colli,449.0,True,,Brinquedos,23/09/24,30/09/24,2024_10_09,atacadao,imagens_atacadao/1_6c5db2b690.webp,colli,bicicleta boy/july,2024-09-23 00:00:00,2024-09-30,2024-10-09
Alimento para Cães Pedigree,2.69,True,100g,Ração para Cães,27/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/d609675235e30014fb1dcd58f328c41ee622e7a8.webp,pedigree,alimento para cães,2024-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Gatos Whiskas,2.69,True,85g,Ração para Gatos,27/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/d609675235e30014fb1dcd58f328c41ee622e7a8.webp,whiskas,alimento para gatos,2024-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Cães Champ,2.19,True,85g,Ração para Cães,27/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/d609675235e30014fb1dcd58f328c41ee622e7a8.webp,champ,alimento para cães,2024-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Gatos KiteKat,2.19,True,70g,Ração para Gatos,27/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/d609675235e30014fb1dcd58f328c41ee622e7a8.webp,kitekat,alimento para gatos,2024-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Cães Champ,99.9,False,18kg,Ração para Cães,27/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/d609675235e30014fb1dcd58f328c41ee622e7a8.webp,champ,alimento para cães,2024-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Gatos KiteKat,14.9,True,900g,Alimento para Gatos,27/09/2023,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0126eadfd3c6865b944e4e6533bec2f9c730d29b.webp,kitekat,alimento para gatos,2023-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Cães Pedigree,23.9,True,900g,Alimento para Cães,27/09/2023,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0126eadfd3c6865b944e4e6533bec2f9c730d29b.webp,pedigree,alimento para cães,2023-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Gatos Whiskas,24.9,True,900g,Alimento para Gatos,27/09/2023,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0126eadfd3c6865b944e4e6533bec2f9c730d29b.webp,whiskas,alimento para gatos,2023-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Gatos KiteKat,39.9,True,"2,7kg",Alimento para Gatos,27/09/2023,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0126eadfd3c6865b944e4e6533bec2f9c730d29b.webp,kitekat,alimento para gatos,2023-09-27 00:00:00,2024-10-06,2024-10-09
Alimento para Cães Pedigree,89.9,True,"10,1kg",Alimento para Cães,27/09/2023,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0126eadfd3c6865b944e4e6533bec2f9c730d29b.webp,pedigree,alimento para cães,2023-09-27 00:00:00,2024-10-06,2024-10-09
Bicarbonato de Sódio Kodilar,1.79,True,60g,Condimentos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,bicarbonato de sódio,2024-09-09 00:00:00,2024-09-22,2024-10-09
Colorífico Kodilar,1.89,True,80g,Condimentos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,colorífico,2024-09-09 00:00:00,2024-09-22,2024-10-09
Tempera Fácil Kodilar,2.49,True,60g,Temperos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,tempera fácil,2024-09-09 00:00:00,2024-09-22,2024-10-09
Orégano Kodilar,2.89,True,20g,Temperos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,orégano,2024-09-09 00:00:00,2024-09-22,2024-10-09
Chimichurri Kodilar,2.99,True,20g,Temperos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,chimichurri,2024-09-09 00:00:00,2024-09-22,2024-10-09
Sopa Kodilar,3.29,True,65g,Alimentos Prontos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,sopa,2024-09-09 00:00:00,2024-09-22,2024-10-09
Milho para Pipoca Kodilar,4.49,True,500g,Grãos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,milho para pipoca,2024-09-09 00:00:00,2024-09-22,2024-10-09
Tempero Kodilar,4.79,True,40g,Temperos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,tempero,2024-09-09 00:00:00,2024-09-22,2024-10-09
Vinagre de Fruta Kodilar,4.99,True,500ml,Condimentos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,vinagre de fruta,2024-09-09 00:00:00,2024-09-22,2024-10-09
Pimenta do Reino em Pó Kodilar,5.49,True,60g,Temperos,09/09/2024,22/09/2024,2024_10_09,atacadao,imagens_atacadao/2_4c3dc49386.webp,kodilar,pimenta do reino em pó,2024-09-09 00:00:00,2024-09-22,2024-10-09
Refresco em Pó Camp,4.99,True,150g,Bebidas,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,fresco,re em pó camp,2024-09-30 00:00:00,2024-10-02,2024-10-09
Chocolate em Pó Qualimax,8.99,True,200g,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,qualimax,chocolate em pó,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura Forneável para Pizza Camp,19.9,True,1.01kg,Ingredientes para Pizza,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,camp,cobertura forneável para pizza,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura de Chocolate Top,29.5,True,1.01kg,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,ola,cobertura de chocte top,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura de Chocolate Mavalério Gotas,49.9,True,2.1kg,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,mavalério,cobertura de chocolate gotas,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura de Chocolate Harald Top,28.9,True,1.01kg,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,harald top,cobertura de chocolate,2024-09-30 00:00:00,2024-10-02,2024-10-09
Azeitona Verde Campo Belo,29.0,True,2kg,Conservas,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,verde campo,azeitona belo,2024-09-30 00:00:00,2024-10-02,2024-10-09
Champignon Fatiado Fenix,34.0,True,1.01kg,Conservas,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,fenix,champignon fatiado,2024-09-30 00:00:00,2024-10-02,2024-10-09
Goiabada Cremosa Forneável Val,12.49,True,1.01kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,val,goiabada cremosa forneável,2024-09-30 00:00:00,2024-10-02,2024-10-09
Creme Culinário Vegetal Dámare,7.39,True,1.01kg,Laticínios,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,dámare,creme culinário vegetal,2024-09-30 00:00:00,2024-10-02,2024-10-09
Creme de Leite Dámare,11.9,True,1.01kg,Laticínios,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,dámare,creme de leite,2024-09-30 00:00:00,2024-10-02,2024-10-09
Doce Pastoso Alispec,79.0,True,4.8kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,alispec,doce pastoso,2024-09-30 00:00:00,2024-10-02,2024-10-09
Pasta de Chocolate Nestlé,39.9,True,1.01kg,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,nestlé,pasta de chocolate,2024-09-30 00:00:00,2024-10-02,2024-10-09
Ketchup/Molho de Mostarda Cepêra,12.99,True,3.3kg,Molhos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,cepêra,ketchup/molho de mostarda,2024-09-30 00:00:00,2024-10-02,2024-10-09
Ketchup/Mostarda Ekma,16.9,True,3.8kg,Molhos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,ekma,ketchup/mostarda,2024-09-30 00:00:00,2024-10-02,2024-10-09
Pimenta Biquinho Fornello,45.0,True,1.8kg,Conservas,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,fornello,pimenta biquinho,2024-09-30 00:00:00,2024-10-02,2024-10-09
Doce Jabolac,26.8,True,1.2kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,jabolac,doce,2024-09-30 00:00:00,2024-10-02,2024-10-09
Milho Verde Quero,21.99,True,1.7kg,Conservas,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,quero,milho verde,2024-09-30 00:00:00,2024-10-02,2024-10-09
Creme Ferrero Nutella,39.9,True,650g,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,ferrero nutella,creme,2024-09-30 00:00:00,2024-10-02,2024-10-09
Chocolate Granulado Camp,10.79,True,1.05kg,Chocolates,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d.webp,camp,chocolate granulado,2024-09-30 00:00:00,2024-10-02,2024-10-09
Huggies Supreme Care,59.9,Fralda Descartável,,Higiene Infantil,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,huggies supreme care,,2024-09-21 00:00:00,2024-09-30,2024-10-09
Intimus Absorvente Noturno,24.9,,,Higiene Feminina,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,intimus,absorvente noturno,2024-09-21 00:00:00,2024-09-30,2024-10-09
Plenitud Classic,99.9,Roupa Íntima,,Higiene Adulto,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,plenitud,classic,2024-09-21 00:00:00,2024-09-30,2024-10-09
Shampoo OX,18.5,,,Cuidados com o Cabelo,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,ox,shampoo,2024-09-21 00:00:00,2024-09-30,2024-10-09
Sabonete Francis Clássico,2.99,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,francis,sabonete clássico,2024-09-21 00:00:00,2024-09-30,2024-10-09
Minuano Detergente em Pó,6.19,,,Limpeza Doméstica,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,minuano,detergente em pó,2024-09-21 00:00:00,2024-09-30,2024-10-09
Papel Higiênico Neve,16.9,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,neve,papel higiênico,2024-09-21 00:00:00,2024-09-30,2024-10-09
Papel Higiênico Max Pure,25.9,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,max pure,papel higiênico,2024-09-21 00:00:00,2024-09-30,2024-10-09
Toalha de Papel Scala Plus,3.49,,,Limpeza Doméstica,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,scala plus,toalha de papel,2024-09-21 00:00:00,2024-09-30,2024-10-09
Esmalte Risqué,4.99,,,Beleza,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,risqué,esmalte,2024-09-21 00:00:00,2024-09-30,2024-10-09
Desodorante Aerosol Adidas,12.09,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,adidas,desodorante aerosol,2024-09-21 00:00:00,2024-09-30,2024-10-09
Sabonete Líquido Monange,10.09,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,monange,sabonete líquido,2024-09-21 00:00:00,2024-09-30,2024-10-09
Kit Baruel Oferta Especial,19.9,Oferta Especial,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,especial,kit baruel oferta,2024-09-21 00:00:00,2024-09-30,2024-10-09
Shampoo Infantil Baruel Baby,12.9,,,Higiene Infantil,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,baruel,shampoo infantil baby,2024-09-21 00:00:00,2024-09-30,2024-10-09
Desodorante em Spray PÓ Baruel,11.49,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,baruel,desodorante em spray pó,2024-09-21 00:00:00,2024-09-30,2024-10-09
Desodorante Aerossol Nivea,13.8,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,nivea,desodorante aerossol,2024-09-21 00:00:00,2024-09-30,2024-10-09
Gel de Limpeza Facial Nivea,29.9,,,Cuidados com a Pele,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,nivea,gel de limpeza facial,2024-09-21 00:00:00,2024-09-30,2024-10-09
Sabonete Hidratante Nivea,3.35,,,Higiene Pessoal,21/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/3_8c388da6bd.webp,nivea,sabonete hidratante,2024-09-21 00:00:00,2024-09-30,2024-10-09
Filé de Peixe Tilápia Copacol Congelado,35.9,False,800g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,copacol,filé de peixe tilápia congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Peixe Tilápia em Postas Copacol Congelado,19.5,False,800g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,copacol,peixe tilápia em postas congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Peixe Salmão Costa Sul Congelado,79.9,False,800g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,costa sul,filé de peixe salmão congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Peixe Salmão Costa Sul Congelado Porcionado,41.9,False,500g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,costa sul,filé de peixe salmão congelado porcionado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Merluza Seara Congelada,19.9,False,500g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,seara,filé de merluza congelada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Peixe Castanhinha Costa Sul Congelado,22.5,False,800g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,costa sul,filé de peixe castanhinha congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Peixe Pescada Costa Sul Congelado,25.9,False,800g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,costa sul,filé de peixe pescada congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Peixe Merluza Bom Peixe Congelado,26.9,False,800g,Peixe,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,bom peixe,filé de peixe merluza congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Camarão Costa Sul Sem Cabeça,25.9,False,400g,Frutos do Mar,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,costa sul,camarão sem cabeça,2024-09-26 00:00:00,2024-09-30,2024-10-09
Camarão Descascado Qualimar 50/75,29.9,False,350g,Frutos do Mar,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,qualimar,camarão descascado 50/75,2024-09-26 00:00:00,2024-09-30,2024-10-09
Camarão Descascado e Eviscerado Qualimar 40/50,36.9,False,350g,Frutos do Mar,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,qualimar,camarão descascado e eviscerado 40/50,2024-09-26 00:00:00,2024-09-30,2024-10-09
Camarão Costa Sul Congelado Descascado,39.9,False,400g,Frutos do Mar,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/0_6d70f2fe99_02.webp,costa sul,camarão congelado descascado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Cebola Branca,1.75,False,1 quilo,Legumes,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,ola,ceb branca,2024-09-26 00:00:00,2024-09-26,2024-10-09
Cará-Paulista,5.59,True,1 quilo,Tubérculos,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,,Cará-Paulista,2024-09-26 00:00:00,2024-09-26,2024-10-09
Melancia Tropical,10.9,True,1 unidade,Frutas,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,tropical,melancia,2024-09-26 00:00:00,2024-09-26,2024-10-09
Mexerica Morgot,7.99,True,1 quilo,Frutas,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,mor,mexerica got,2024-09-26 00:00:00,2024-09-26,2024-10-09
Manga Tommy,2.95,True,1 quilo,Frutas,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,,Manga Tommy,2024-09-26 00:00:00,2024-09-26,2024-10-09
Melão Amarelo,2.99,True,1 quilo,Frutas,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,,Melão Amarelo,2024-09-26 00:00:00,2024-09-26,2024-10-09
Alho A Granel,23.9,True,1 quilo,Temperos,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,,Alho A Granel,2024-09-26 00:00:00,2024-09-26,2024-10-09
Goma Peneirada Caicó,4.99,True,1 kg,Farináceos,2024-09-26,2024-09-26,2024_10_09,atacadao,imagens_atacadao/98db94ee9089a7cd01d438899245ff5ad73732f6.webp,goma,peneirada caicó,2024-09-26 00:00:00,2024-09-26,2024-10-09
